,date_of_birth,date_of_photo_shoot,face_score,file_path,age
9001,1940-05-27,2005,2.56364527097,32/14189932_1940-05-27_2005.jpg,65
9002,1939-10-07,2009,2.57228863931,99/1419099_1939-10-07_2009.jpg,70
9003,1986-10-31,2014,4.60211589593,78/14191578_1986-10-31_2014.jpg,28
9005,1963-12-04,1993,0.831655094156,41/14193541_1963-12-04_1993.jpg,30
9007,1973-05-25,2007,1.52649089986,20/1419520_1973-05-25_2007.jpg,34
9008,1963-10-01,2005,4.22410022619,90/14195290_1963-10-01_2005.jpg,42
9009,1968-09-29,2014,5.22900901128,37/1419737_1968-09-29_2014.jpg,46
9010,1985-01-02,2011,1.85184433771,46/24100746_1985-01-02_2011.jpg,26
9011,1906-08-24,1970,3.44769925295,44/2410144_1906-08-24_1970.jpg,64
9012,1950-01-29,1988,3.31427628541,24/2410224_1950-01-29_1988.jpg,38
9013,1930-04-10,1966,2.52775443989,37/24102937_1930-04-10_1966.jpg,36
9014,1987-10-25,2014,3.67446039506,93/24103593_1987-10-25_2014.jpg,27
9015,1975-01-18,2012,4.39999101353,29/24104129_1975-01-18_2012.jpg,37
9017,1968-06-16,2013,2.51822459981,17/24107617_1968-06-16_2013.jpg,45
9018,1987-03-16,2013,2.55921623464,50/24108850_1987-03-16_2013.jpg,26
9019,1988-05-03,2012,2.94107358519,47/24110147_1988-05-03_2012.jpg,24
9020,1970-11-05,2009,4.49424732638,81/24110281_1970-11-05_2009.jpg,39
9021,1913-11-05,1992,4.10734916466,46/2411046_1913-11-05_1992.jpg,79
9022,1966-06-25,2012,2.75027254261,13/241113_1966-06-25_2012.jpg,46
9023,1949-05-14,2010,2.10107237587,51/24112851_1949-05-14_2010.jpg,61
9024,1989-03-10,2010,0.919678952477,82/24113082_1989-03-10_2010.jpg,21
9025,1991-03-23,2011,3.18357878983,03/24115303_1991-03-23_2011.jpg,20
9026,1981-05-26,2011,2.22101336906,29/24116029_1981-05-26_2011.jpg,30
9027,1987-04-26,2015,2.91673117746,88/24116088_1987-04-26_2015.jpg,28
9028,1964-05-24,2014,2.96620008829,37/2411637_1964-05-24_2014.jpg,50
9030,1946-05-07,2009,3.79303430116,87/2411687_1946-05-07_2009.jpg,63
9031,1969-10-02,2008,1.08814580146,88/2411788_1969-10-02_2008.jpg,39
9032,1908-12-01,1946,3.34514365113,85/24118785_1908-12-01_1946.jpg,38
9033,1990-12-28,2009,1.42373021867,83/24119283_1990-12-28_2009.jpg,19
9034,1901-08-26,1946,2.31917267859,93/241193_1901-08-26_1946.jpg,45
9035,1957-03-20,2014,6.01381232806,27/2412327_1957-03-20_2014.jpg,57
9036,1993-09-26,2012,1.5805140457,36/24124736_1993-09-26_2012.jpg,19
9037,1994-03-29,2014,3.72350353835,43/24124743_1994-03-29_2014.jpg,20
9038,1989-06-09,2011,4.66420355672,27/24125027_1989-06-09_2011.jpg,22
9039,1989-05-13,2014,3.4910762506,31/24125331_1989-05-13_2014.jpg,25
9040,1907-05-04,2008,3.4463287014,15/24127215_1907-05-04_2008.jpg,101
9042,1988-03-16,2010,2.50698134312,74/24129674_1988-03-16_2010.jpg,22
9043,1983-06-27,2011,1.95757643265,01/24129901_1983-06-27_2011.jpg,28
9044,1965-06-24,1977,3.32518834373,19/2413019_1965-06-24_1977.jpg,12
9046,1991-01-31,2015,1.19058656434,77/24132277_1991-01-31_2015.jpg,24
9047,1964-12-14,2014,4.86081302821,73/24132473_1964-12-14_2014.jpg,50
9048,1978-01-29,2005,4.12131535686,97/2413297_1978-01-29_2005.jpg,27
9049,1970-06-16,2006,3.45579952088,70/24134470_1970-06-16_2006.jpg,36
9050,1923-06-05,1980,2.30118451724,31/24135131_1923-06-05_1980.jpg,57
9051,1926-04-09,1993,2.26938236282,47/24135647_1926-04-09_1993.jpg,67
9053,1975-10-11,2014,4.99574530555,63/24137663_1975-10-11_2014.jpg,39
9054,1970-05-06,2008,3.81091551133,02/2414002_1970-05-06_2008.jpg,38
9055,1995-07-28,2012,3.31019880863,75/24140375_1995-07-28_2012.jpg,17
9058,1962-08-11,2011,3.72400057091,68/2414268_1962-08-11_2011.jpg,49
9059,1950-09-17,2009,3.4876949646,03/2414403_1950-09-17_2009.jpg,59
9061,1984-04-23,2011,2.24402136648,06/24147506_1984-04-23_2011.jpg,27
9062,1949-10-22,2009,2.92924020614,54/24148454_1949-10-22_2009.jpg,60
9063,1996-04-21,2013,4.52442899114,47/24149847_1996-04-21_2013.jpg,17
9064,1954-02-19,2012,1.21622329648,32/2415032_1954-02-19_2012.jpg,58
9065,1956-12-29,1977,4.39947701665,68/2415068_1956-12-29_1977.jpg,21
9066,1964-01-01,2011,4.15480648585,29/24154829_1964-01-01_2011.jpg,47
9067,1960-07-15,2008,3.52941621784,87/2415487_1960-07-15_2008.jpg,48
9070,1989-09-07,2008,5.10354127499,95/2415795_1989-09-07_2008.jpg,19
9071,1969-10-04,2009,3.49948278158,55/24158155_1969-10-04_2009.jpg,40
9073,1924-11-25,1954,2.88647336828,59/24159_1924-11-25_1954.jpg,30
9074,1979-11-08,2011,2.9278461097,31/2416131_1979-11-08_2011.jpg,32
9075,1909-06-15,1950,3.05006148856,91/2416191_1909-06-15_1950.jpg,41
9077,1985-03-17,2008,3.82025306758,49/2416249_1985-03-17_2008.jpg,23
9078,1982-01-31,2012,4.10286081177,67/24163267_1982-01-31_2012.jpg,30
9079,1984-10-14,2014,2.549958876,50/24163750_1984-10-14_2014.jpg,30
9080,1975-08-18,2010,3.24439024705,65/24164665_1975-08-18_2010.jpg,35
9081,1989-09-26,2013,3.80357141674,42/24165342_1989-09-26_2013.jpg,24
9084,1987-01-29,2015,2.98059342965,32/24168332_1987-01-29_2015.jpg,28
9085,1986-06-15,2013,3.23219725776,78/24168878_1986-06-15_2013.jpg,27
9086,1980-05-27,2014,3.13921754377,98/2416898_1980-05-27_2014.jpg,34
9087,1919-01-07,1954,4.05675744204,74/24169174_1919-01-07_1954.jpg,35
9088,1961-01-10,2009,4.24599867858,26/2416926_1961-01-10_2009.jpg,48
9089,1987-01-05,2012,4.36989007688,24/24169324_1987-01-05_2012.jpg,25
9090,1970-05-20,2005,3.34831079935,21/2417021_1970-05-20_2005.jpg,35
9091,1982-06-24,2011,2.25479763586,49/2417049_1982-06-24_2011.jpg,29
9092,1992-08-20,2009,2.46531669376,77/24171777_1992-08-20_2009.jpg,17
9093,1954-12-25,2010,3.19578261983,21/241721_1954-12-25_2010.jpg,56
9094,1921-01-07,1944,4.25555770797,73/24172373_1921-01-07_1944.jpg,23
9095,1907-09-26,1950,1.89375339233,41/24172541_1907-09-26_1950.jpg,43
9097,1954-05-22,2010,1.57552439264,60/24174060_1954-05-22_2010.jpg,56
9098,1987-02-16,2013,4.31775946246,21/24174821_1987-02-16_2013.jpg,26
9100,1990-05-24,2013,5.07015567956,85/24175385_1990-05-24_2013.jpg,23
9102,1938-10-20,2008,1.35821387197,14/24179114_1938-10-20_2008.jpg,70
9103,1969-11-23,2011,4.43611448137,02/2418002_1969-11-23_2011.jpg,42
9105,1938-02-03,2014,0.912142075648,97/24180697_1938-02-03_2014.jpg,76
9106,1952-09-21,1998,4.85275672793,48/24182048_1952-09-21_1998.jpg,46
9107,1961-05-02,2008,2.91041847584,45/2418345_1961-05-02_2008.jpg,47
9108,1947-06-16,2009,2.28757478543,88/24184788_1947-06-16_2009.jpg,62
9109,1976-01-21,2011,4.4516811937,48/241848_1976-01-21_2011.jpg,35
9110,1979-12-07,2014,5.06773775509,94/2418494_1979-12-07_2014.jpg,35
9113,1958-05-18,1990,4.04148800022,62/24186862_1958-05-18_1990.jpg,32
9114,1987-07-17,2014,4.57270301137,87/24187187_1987-07-17_2014.jpg,27
9115,1978-11-15,2009,3.41604185439,76/24188276_1978-11-15_2009.jpg,31
9116,1933-01-06,1979,3.89808886423,85/241885_1933-01-06_1979.jpg,46
9118,1986-02-15,2010,4.19828030651,35/24189535_1986-02-15_2010.jpg,24
9120,1991-07-12,2013,3.45378203949,78/24190278_1991-07-12_2013.jpg,22
9121,1990-09-24,2015,2.82014073531,91/24191191_1990-09-24_2015.jpg,25
9123,1911-08-06,1941,3.52397100243,64/24191364_1911-08-06_1941.jpg,30
9124,1993-03-08,2013,4.65293445731,22/24192222_1993-03-08_2013.jpg,20
9125,1984-01-12,2010,2.96321443014,23/2419223_1984-01-12_2010.jpg,26
9126,1989-06-17,2012,4.27289013244,03/24192303_1989-06-17_2012.jpg,23
9127,1987-11-13,2012,2.48599447681,24/24192524_1987-11-13_2012.jpg,25
9128,1972-04-04,2010,5.61577086104,83/2419283_1972-04-04_2010.jpg,38
9130,1992-09-18,2013,2.36612881243,94/24194794_1992-09-18_2013.jpg,21
9132,1967-09-23,2010,3.33204417542,57/24195457_1967-09-23_2010.jpg,43
9133,1991-02-04,2010,3.39169825971,94/24196494_1991-02-04_2010.jpg,19
9134,1961-06-23,2011,3.03669094486,35/24197535_1961-06-23_2011.jpg,50
9135,1924-08-10,1995,1.69815948741,81/241981_1924-08-10_1995.jpg,71
9136,1965-09-16,2012,3.90820494547,49/2419849_1965-09-16_2012.jpg,47
9137,1970-03-10,2010,3.67262425067,91/34101891_1970-03-10_2010.jpg,40
9140,1993-07-28,2012,1.20307138778,57/34107057_1993-07-28_2012.jpg,19
9141,1903-07-29,1979,2.42535640912,72/341072_1903-07-29_1979.jpg,76
9142,1987-03-28,2014,4.08487993396,71/3410871_1987-03-28_2014.jpg,27
9144,1920-10-20,2008,3.27197529673,79/3410979_1920-10-20_2008.jpg,88
9146,1963-07-18,2006,3.45378375939,41/3411241_1963-07-18_2006.jpg,43
9147,1947-05-29,2008,2.47709223051,34/34113634_1947-05-29_2008.jpg,61
9150,1985-11-04,2013,3.64939201798,49/3411949_1985-11-04_2013.jpg,28
9151,1982-02-22,2009,2.17265287896,75/3411975_1982-02-22_2009.jpg,27
9154,1985-10-09,2007,3.36628344762,11/3412011_1985-10-09_2007.jpg,22
9156,1931-12-19,1964,3.31564365527,90/34121590_1931-12-19_1964.jpg,33
9157,1958-05-16,2014,1.28460043069,65/3412165_1958-05-16_2014.jpg,56
9159,1966-03-12,2011,3.82040527592,47/34123747_1966-03-12_2011.jpg,45
9160,1982-10-01,2010,2.25423020496,09/34125409_1982-10-01_2010.jpg,28
9161,1973-08-03,2012,3.97879749384,89/34126189_1973-08-03_2012.jpg,39
9162,1911-09-19,1983,2.72354784078,26/34126_1911-09-19_1983.jpg,72
9163,1973-04-30,2013,4.64099989164,95/34127595_1973-04-30_2013.jpg,40
9166,1988-06-28,2015,6.46928131036,29/34128929_1988-06-28_2015.jpg,27
9167,1973-11-13,2014,2.70580114293,48/34129348_1973-11-13_2014.jpg,41
9168,1974-02-22,2009,2.86029041161,94/341294_1974-02-22_2009.jpg,35
9169,1947-05-06,2008,3.26343241923,97/341297_1947-05-06_2008.jpg,61
9170,1979-04-05,2011,3.53516104857,84/34129884_1979-04-05_2011.jpg,32
9171,1983-01-01,2013,3.87708191025,42/34131142_1983-01-01_2013.jpg,30
9173,1987-04-29,2012,3.01511026682,00/34132000_1987-04-29_2012.jpg,25
9174,1986-12-13,2012,2.27881701014,50/34132750_1986-12-13_2012.jpg,26
9175,1971-06-08,2009,4.54451339261,34/3413334_1971-06-08_2009.jpg,38
9177,1982-08-12,2005,1.24724705034,11/3413511_1982-08-12_2005.jpg,23
9178,1953-10-09,2000,2.56940477984,74/34136074_1953-10-09_2000.jpg,47
9180,1941-12-18,2012,4.26700572165,08/34136908_1941-12-18_2012.jpg,71
9181,1978-11-30,2012,5.9616396179,69/341369_1978-11-30_2012.jpg,34
9184,1976-01-20,2010,4.53945688861,80/34142380_1976-01-20_2010.jpg,34
9185,2000-05-30,2014,5.56680171437,02/34142502_2000-05-30_2014.jpg,14
9188,1950-08-23,2011,4.73300908886,95/34145495_1950-08-23_2011.jpg,61
9189,1995-11-01,2012,3.50002077705,39/34145939_1995-11-01_2012.jpg,17
9190,1971-01-29,2003,1.18895817793,61/3414761_1971-01-29_2003.jpg,32
9191,1953-08-08,2008,3.69496237194,65/34149265_1953-08-08_2008.jpg,55
9192,1990-09-30,2013,1.47460212702,54/34149354_1990-09-30_2013.jpg,23
9193,1962-08-03,2004,2.20056947755,16/34149416_1962-08-03_2004.jpg,42
9194,1995-09-02,2015,1.32590024267,52/34149652_1995-09-02_2015.jpg,20
9195,1968-12-26,2015,3.0001841526,07/3415007_1968-12-26_2015.jpg,47
9197,1923-05-09,2000,2.03509544801,32/3415032_1923-05-09_2000.jpg,77
9198,1963-11-12,2009,4.44283524077,07/3415107_1963-11-12_2009.jpg,46
9199,1949-05-29,1977,1.4636819669,41/341541_1949-05-29_1977.jpg,28
9200,1927-04-20,1991,2.35445004454,45/341545_1927-04-20_1991.jpg,64
9201,1980-10-30,2013,4.63741215275,18/34155118_1980-10-30_2013.jpg,33
9202,1959-06-01,2011,4.49085452051,60/341560_1959-06-01_2011.jpg,52
9204,1989-03-03,2013,5.84790856219,10/34156810_1989-03-03_2013.jpg,24
9205,1922-09-20,2004,3.68425807766,09/34157309_1922-09-20_2004.jpg,82
9206,1940-08-25,2007,3.78962910224,83/3415983_1940-08-25_2007.jpg,67
9207,1988-08-19,2014,3.75315669019,75/34161875_1988-08-19_2014.jpg,26
9208,1986-05-17,2015,3.89333630036,37/34162337_1986-05-17_2015.jpg,29
9209,1990-09-23,2011,2.83321619521,17/34162517_1990-09-23_2011.jpg,21
9210,1893-12-01,1940,2.11061338697,41/34162841_1893-12-01_1940.jpg,47
9211,1988-04-03,2011,2.34083896772,35/34163535_1988-04-03_2011.jpg,23
9213,1954-09-16,2012,0.759178936386,58/3416558_1954-09-16_2012.jpg,58
9214,1968-10-27,2005,3.32771692506,81/3416581_1968-10-27_2005.jpg,37
9215,1938-07-08,1964,3.47806422268,97/34165997_1938-07-08_1964.jpg,26
9216,1977-06-24,2008,0.93593023953,23/3416623_1977-06-24_2008.jpg,31
9218,1951-01-22,1972,1.26224830255,98/3416698_1951-01-22_1972.jpg,21
9219,1989-09-02,2014,2.79866959501,15/34167015_1989-09-02_2014.jpg,25
9220,1991-09-18,2011,2.32105861353,87/34167387_1991-09-18_2011.jpg,20
9224,1974-08-18,2011,5.11407715486,81/3416981_1974-08-18_2011.jpg,37
9225,1975-03-31,2011,3.44583056322,52/34170052_1975-03-31_2011.jpg,36
9226,1924-07-29,1971,5.28490963557,25/34170225_1924-07-29_1971.jpg,47
9228,1975-07-18,2012,1.8247587131,68/34171868_1975-07-18_2012.jpg,37
9230,1917-03-01,1965,1.46826927866,21/341721_1917-03-01_1965.jpg,48
9231,1919-11-24,1966,5.46448521388,06/34172606_1919-11-24_1966.jpg,47
9233,1985-12-04,2013,4.71824611525,48/34181248_1985-12-04_2013.jpg,28
9234,1969-11-29,2007,0.925820349712,14/341814_1969-11-29_2007.jpg,38
9236,1971-09-08,2014,4.86719056088,89/34184689_1971-09-08_2014.jpg,43
9237,1978-08-10,2004,4.89810644223,76/34185176_1978-08-10_2004.jpg,26
9238,1952-10-11,2005,3.26584108629,33/3418633_1952-10-11_2005.jpg,53
9239,1964-02-20,2010,2.35367130547,46/3418646_1964-02-20_2010.jpg,46
9240,1898-10-10,1956,4.56485630439,64/341864_1898-10-10_1956.jpg,58
9241,1991-04-28,2010,1.78828170384,42/34186542_1991-04-28_2010.jpg,19
9242,1986-03-27,2011,2.22866351934,95/34186995_1986-03-27_2011.jpg,25
9243,1985-12-26,2013,3.13040399037,19/34187019_1985-12-26_2013.jpg,28
9245,1991-07-27,2014,4.1224257351,75/34190375_1991-07-27_2014.jpg,23
9246,1991-11-25,2015,1.96280922355,07/34191307_1991-11-25_2015.jpg,24
9247,1937-03-18,1970,3.88342640971,04/3419204_1937-03-18_1970.jpg,33
9252,1949-03-16,2015,4.02347459775,60/341960_1949-03-16_2015.jpg,66
9253,1989-03-27,2014,2.90107204497,88/34197288_1989-03-27_2014.jpg,25
9257,1921-05-23,1946,2.42672025781,00/34199700_1921-05-23_1946.jpg,25
9258,1946-08-12,1970,2.26784594596,29/34199729_1946-08-12_1970.jpg,24
9259,1986-02-26,2012,4.98821787926,81/3419981_1986-02-26_2012.jpg,26
9262,1980-09-24,2011,5.05265997821,48/4410548_1980-09-24_2011.jpg,31
9263,1945-02-02,2011,2.23782566772,51/44108151_1945-02-02_2011.jpg,66
9294,1969-07-19,2015,4.62816220894,14/44111914_1969-07-19_2015.jpg,46
9295,1998-03-16,2015,5.29340715361,05/44114105_1998-03-16_2015.jpg,17
9296,1928-08-23,1954,3.87617556724,22/4411422_1928-08-23_1954.jpg,26
9297,1934-11-11,2010,3.13810480873,05/44116005_1934-11-11_2010.jpg,76
9298,1991-03-30,2010,4.11027179022,76/44116176_1991-03-30_2010.jpg,19
9299,1970-09-17,2005,4.47552180379,79/4411779_1970-09-17_2005.jpg,35
9314,1951-04-25,2013,3.77637189978,03/4411903_1951-04-25_2013.jpg,62
9316,1946-12-21,2011,2.83094327406,44/44121144_1946-12-21_2011.jpg,65
9317,1993-05-06,2015,1.00776115427,86/44122286_1993-05-06_2015.jpg,22
9319,1994-09-14,2014,0.974080949684,86/44125086_1994-09-14_2014.jpg,20
9320,1934-12-17,2009,3.62236633539,00/44126100_1934-12-17_2009.jpg,75
9367,1966-01-26,2014,4.49810240728,54/44128854_1966-01-26_2014.jpg,48
9368,1981-10-25,2008,3.77786607487,18/44129418_1981-10-25_2008.jpg,27
9369,1959-06-10,2012,1.85662146956,16/44129816_1959-06-10_2012.jpg,53
9371,1994-08-28,2015,4.89391007122,86/44132786_1994-08-28_2015.jpg,21
9372,1925-12-23,1964,5.05689453062,47/4413347_1925-12-23_1964.jpg,39
9373,1984-01-21,2013,3.20682593826,34/4413434_1984-01-21_2013.jpg,29
9374,1968-07-15,2014,2.6270637969,68/44135468_1968-07-15_2014.jpg,46
9377,1906-08-05,1974,1.54757255127,36/44136_1906-08-05_1974.jpg,68
9383,1985-10-06,2013,4.24267130236,04/44142504_1985-10-06_2013.jpg,28
9384,1996-01-28,2015,2.96162134862,83/44143383_1996-01-28_2015.jpg,19
9385,1956-11-09,2014,1.42759106837,60/44144960_1956-11-09_2014.jpg,58
9386,1985-01-19,2014,4.01254792359,48/44146748_1985-01-19_2014.jpg,29
9387,1988-11-16,2013,3.07013795497,49/44146949_1988-11-16_2013.jpg,25
9388,1996-06-21,2014,3.72369426543,77/44148277_1996-06-21_2014.jpg,18
9389,1909-07-24,1949,4.76334632074,92/441492_1909-07-24_1949.jpg,40
9390,1979-01-26,2009,4.27291750408,20/4415220_1979-01-26_2009.jpg,30
9391,1983-05-24,2013,2.36609426388,23/4415323_1983-05-24_2013.jpg,30
9392,1961-10-29,2012,2.58862659689,33/44153833_1961-10-29_2012.jpg,51
9393,1983-05-05,2015,2.94261455698,32/4415432_1983-05-05_2015.jpg,32
9395,1977-02-25,1978,3.63608234035,97/44157497_1977-02-25_1978.jpg,1
9396,1990-09-07,2014,5.91687784199,19/4416119_1990-09-07_2014.jpg,24
9398,1985-03-27,2014,7.03137448244,11/44164711_1985-03-27_2014.jpg,29
9399,1861-06-15,1940,0.90503087008,34/44164834_1861-06-15_1940.jpg,79
9401,1974-08-10,2007,0.808996555814,14/4416814_1974-08-10_2007.jpg,33
9402,1988-06-02,2015,2.63100422697,67/44168467_1988-06-02_2015.jpg,27
9404,1958-09-06,2014,3.22483399495,06/44171906_1958-09-06_2014.jpg,56
9405,1986-08-23,2015,3.12533827189,03/44172903_1986-08-23_2015.jpg,29
9406,1992-12-17,2012,5.7299607517,80/44178180_1992-12-17_2012.jpg,20
9407,1997-01-13,2015,4.67372354323,54/44178354_1997-01-13_2015.jpg,18
9409,1989-03-06,2015,5.99331304701,61/4418261_1989-03-06_2015.jpg,26
9410,1951-09-02,2013,3.47656594104,87/44183887_1951-09-02_2013.jpg,62
9411,1987-03-18,2013,2.19595370478,77/44184377_1987-03-18_2013.jpg,26
9412,1988-12-14,2015,1.40195187078,77/44185077_1988-12-14_2015.jpg,27
9413,1994-02-04,2014,3.25428269276,58/44187758_1994-02-04_2014.jpg,20
9414,1990-05-15,2014,6.26788119876,62/44189262_1990-05-15_2014.jpg,24
9415,1943-02-22,2008,2.17460238899,06/441906_1943-02-22_2008.jpg,65
9416,1992-05-08,2013,4.4863962932,32/44191832_1992-05-08_2013.jpg,21
9417,1929-07-17,2007,3.17907417946,14/4419514_1929-07-17_2007.jpg,78
9418,1949-06-09,2014,3.7027209314,02/44195402_1949-06-09_2014.jpg,65
9419,1954-10-14,2009,3.46168695441,23/5410023_1954-10-14_2009.jpg,55
9420,1961-12-13,2014,4.25150846096,18/5410218_1961-12-13_2014.jpg,53
9421,1961-05-18,2013,3.55490934972,31/5410231_1961-05-18_2013.jpg,52
9422,1979-09-22,2014,4.1279366656,49/5410249_1979-09-22_2014.jpg,35
9423,1938-08-24,2009,3.37907407478,25/5410425_1938-08-24_2009.jpg,71
9424,1972-03-20,1990,2.42731058065,36/5410436_1972-03-20_1990.jpg,18
9425,1950-06-11,2011,0.975472149808,26/5410726_1950-06-11_2011.jpg,61
9428,1934-10-28,1969,3.13555393113,58/5411258_1934-10-28_1969.jpg,35
9430,1953-10-19,1990,1.95269791586,36/5411436_1953-10-19_1990.jpg,37
9431,1922-01-08,2011,3.96508292557,48/541148_1922-01-08_2011.jpg,89
9432,1971-04-27,2008,0.950697303126,31/5411531_1971-04-27_2008.jpg,37
9433,1963-09-26,2006,2.3263446452,84/5412184_1963-09-26_2006.jpg,43
9434,1961-06-15,2015,2.80225168742,51/5412451_1961-06-15_2015.jpg,54
9438,1927-03-16,2009,2.50633357958,33/5413233_1927-03-16_2009.jpg,82
9439,1938-07-01,2015,2.91651254421,67/541467_1938-07-01_2015.jpg,77
9441,1971-10-02,2012,3.7702942585,28/5416228_1971-10-02_2012.jpg,41
9442,1977-02-20,2006,1.2615200319,92/5416592_1977-02-20_2006.jpg,29
9443,1963-03-01,2011,5.60550865551,25/541725_1963-03-01_2011.jpg,48
9444,1909-06-17,1961,2.19924435117,31/5417431_1909-06-17_1961.jpg,52
9445,1954-02-18,2013,4.64827532798,74/54174_1954-02-18_2013.jpg,59
9446,1951-05-29,2010,3.20353480343,05/5418005_1951-05-29_2010.jpg,59
9448,1979-01-10,2008,2.69023617204,10/5419710_1979-01-10_2008.jpg,29
9449,1963-12-09,2009,2.61369712773,36/641036_1963-12-09_2009.jpg,46
9450,1941-05-31,2011,3.21945550883,18/641118_1941-05-31_2011.jpg,70
9451,1963-05-08,2012,3.108110677,55/641155_1963-05-08_2012.jpg,49
9452,1983-12-04,2013,3.14046154057,88/6412288_1983-12-04_2013.jpg,30
9453,1975-05-04,2008,2.41837635162,52/6412452_1975-05-04_2008.jpg,33
9454,1990-05-16,2015,4.82411791186,87/641287_1990-05-16_2015.jpg,25
9455,1952-02-25,2006,1.26208219955,03/6414103_1952-02-25_2006.jpg,54
9456,1910-09-11,1954,2.57486302131,41/6415141_1910-09-11_1954.jpg,44
9457,1922-03-08,1953,1.90873851801,54/641554_1922-03-08_1953.jpg,31
9459,1936-04-12,2008,2.18275205097,42/641742_1936-04-12_2008.jpg,72
9460,1922-05-06,2013,2.40033892788,27/6418127_1922-05-06_2013.jpg,91
9462,1952-06-07,2012,5.23020703367,82/64182_1952-06-07_2012.jpg,60
9463,1929-02-14,1955,4.27997512024,57/641857_1929-02-14_1955.jpg,26
9464,1934-05-04,1967,2.50279512939,04/6418604_1934-05-04_1967.jpg,33
9465,1965-12-21,2012,3.85540160443,59/641959_1965-12-21_2012.jpg,47
9468,1955-02-24,2007,2.55919754219,36/7412236_1955-02-24_2007.jpg,52
9469,1966-03-10,2007,3.00592198452,98/741298_1966-03-10_2007.jpg,41
9470,1966-08-13,2012,2.19530544564,55/7413255_1966-08-13_2012.jpg,46
9471,1972-01-15,2009,1.04473993753,79/7414579_1972-01-15_2009.jpg,37
9474,1950-10-06,2005,4.85046511228,55/74155_1950-10-06_2005.jpg,55
9475,1986-09-09,2010,1.97961287598,15/7416015_1986-09-09_2010.jpg,24
9476,1958-09-24,2013,4.21523550248,60/74160_1958-09-24_2013.jpg,55
9477,1951-09-02,2005,4.51236014239,05/741705_1951-09-02_2005.jpg,54
9478,1967-05-19,2006,3.85694924586,78/7417378_1967-05-19_2006.jpg,39
9479,1917-12-18,2004,3.08962248737,91/741791_1917-12-18_2004.jpg,87
9481,1981-02-28,2011,3.04657490828,88/7418288_1981-02-28_2011.jpg,30
9482,1972-01-30,2013,4.69024282082,74/741874_1972-01-30_2013.jpg,41
9483,1976-05-07,2008,3.34021955977,11/7418911_1976-05-07_2008.jpg,32
9484,1979-10-03,2010,2.36424665835,07/7419707_1979-10-03_2010.jpg,31
9486,1984-01-12,2007,3.57129648761,26/8410326_1984-01-12_2007.jpg,23
9487,1950-09-17,2010,2.61845944381,38/841238_1950-09-17_2010.jpg,60
9489,1985-06-20,2011,5.18044561512,64/8414164_1985-06-20_2011.jpg,26
9490,1887-04-15,1962,2.49090027135,60/841560_1887-04-15_1962.jpg,75
9492,1983-11-24,2011,2.68380832402,52/8417252_1983-11-24_2011.jpg,28
9493,1982-08-12,2010,4.87601696115,27/8418427_1982-08-12_2010.jpg,28
9495,1967-12-11,2013,4.26350332617,31/8419731_1967-12-11_2013.jpg,46
9496,1978-12-10,2010,4.74265070462,61/9410461_1978-12-10_2010.jpg,32
9497,1972-05-06,2012,3.61968946527,49/9411149_1972-05-06_2012.jpg,40
9498,1983-03-24,2015,1.89161594877,20/9412520_1983-03-24_2015.jpg,32
9500,1984-02-12,2011,2.28551637071,97/9413397_1984-02-12_2011.jpg,27
9501,1984-03-07,2012,2.86687916643,18/9413818_1984-03-07_2012.jpg,28
9502,1941-07-13,2009,1.61729556017,67/941467_1941-07-13_2009.jpg,68
9503,1958-02-03,1981,2.78400659769,50/9415050_1958-02-03_1981.jpg,23
9504,1972-03-03,2008,3.54970766475,92/9415892_1972-03-03_2008.jpg,36
9505,1967-08-17,2009,2.93261390628,23/9416123_1967-08-17_2009.jpg,42
9506,1945-08-12,2001,4.05285224678,75/9416375_1945-08-12_2001.jpg,56
9507,1983-11-11,2011,2.51141203036,82/9419282_1983-11-11_2011.jpg,28
9508,1956-10-31,2013,3.24443203275,89/941989_1956-10-31_2013.jpg,57
9509,1933-07-03,1940,2.47530935836,54/15100454_1933-07-03_1940.jpg,7
9510,1973-10-24,2011,5.41273729731,55/1510055_1973-10-24_2011.jpg,38
9511,1919-12-10,1955,3.69844919202,63/15101763_1919-12-10_1955.jpg,36
9512,1923-07-21,1961,5.03514679709,06/15101806_1923-07-21_1961.jpg,38
9513,1922-01-19,1957,2.27493306495,47/1510247_1922-01-19_1957.jpg,35
9515,1945-10-12,2008,3.2887806842,83/1510283_1945-10-12_2008.jpg,63
9516,1927-09-23,1976,1.42336202398,21/15102921_1927-09-23_1976.jpg,49
9517,1989-01-31,2014,2.58584812573,48/15102948_1989-01-31_2014.jpg,25
9518,1964-06-09,2014,3.56883502727,57/15103457_1964-06-09_2014.jpg,50
9519,1936-07-24,2006,2.49836259887,92/1510392_1936-07-24_2006.jpg,70
9520,1977-06-01,2008,3.69309428661,50/1510450_1977-06-01_2008.jpg,31
9521,1946-03-11,2013,4.46667605691,78/1510478_1946-03-11_2013.jpg,67
9523,1984-11-30,2011,1.46316661349,21/1510621_1984-11-30_2011.jpg,27
9526,1988-05-09,2014,2.82757055932,60/15108460_1988-05-09_2014.jpg,26
9527,1932-05-27,1970,3.508914247,02/15109302_1932-05-27_1970.jpg,38
9528,1928-04-02,2014,1.23766455434,58/1510958_1928-04-02_2014.jpg,86
9530,1956-08-01,1998,3.44885948302,99/15113299_1956-08-01_1998.jpg,42
